lam_peaks,lam_bright_v,lam_edit_v,level_3,0
2.0,2.0,0.0,mean_nmut_ok,
2.0,2.0,0.5,group,
2.0,2.0,0.5,designs,12
2.0,2.0,0.5,best_err,13.9
2.0,2.0,0.5,mean_err,25.0
2.0,2.0,0.5,id_pct,33.3
2.0,2.0,0.5,bright_pct,0.0
2.0,2.0,0.5,n_ok,0
2.0,2.0,0.5,best_err_ok,
2.0,2.0,0.5,mean_nmut_ok,
2.0,2.0,1.0,group,
2.0,2.0,1.0,designs,12
2.0,2.0,1.0,best_err,12.3
2.0,2.0,1.0,mean_err,34.1
2.0,2.0,1.0,id_pct,33.3
2.0,2.0,1.0,bright_pct,0.0
2.0,2.0,1.0,n_ok,0
2.0,2.0,1.0,best_err_ok,
2.0,2.0,1.0,mean_nmut_ok,
2.0,2.0,2.0,group,
2.0,2.0,2.0,designs,10
2.0,2.0,2.0,best_err,36.6
2.0,2.0,2.0,mean_err,39.6
2.0,2.0,2.0,id_pct,0.0
2.0,2.0,2.0,bright_pct,0.0
2.0,2.0,2.0,n_ok,0
2.0,2.0,2.0,best_err_ok,
2.0,2.0,2.0,mean_nmut_ok,
2.0,2.0,4.0,group,
2.0,2.0,4.0,designs,3
2.0,2.0,4.0,best_err,40.1
2.0,2.0,4.0,mean_err,44.2
2.0,2.0,4.0,id_pct,33.3
2.0,2.0,4.0,bright_pct,0.0
2.0,2.0,4.0,n_ok,0
2.0,2.0,4.0,best_err_ok,
2.0,2.0,4.0,mean_nmut_ok,
2.0,4.0,0.0,group,
2.0,4.0,0.0,designs,12
2.0,4.0,0.0,best_err,14.5
2.0,4.0,0.0,mean_err,28.4
2.0,4.0,0.0,id_pct,8.3
2.0,4.0,0.0,bright_pct,0.0
2.0,4.0,0.0,n_ok,0
2.0,4.0,0.0,best_err_ok,
2.0,4.0,0.0,mean_nmut_ok,
2.0,4.0,0.5,group,
2.0,4.0,0.5,designs,10
2.0,4.0,0.5,best_err,12.4
2.0,4.0,0.5,mean_err,32.4
2.0,4.0,0.5,id_pct,30.0
2.0,4.0,0.5,bright_pct,0.0
2.0,4.0,0.5,n_ok,0
2.0,4.0,0.5,best_err_ok,
2.0,4.0,0.5,mean_nmut_ok,
2.0,4.0,1.0,group,
2.0,4.0,1.0,designs,11
2.0,4.0,1.0,best_err,30.1
2.0,4.0,1.0,mean_err,40.8
2.0,4.0,1.0,id_pct,36.4
2.0,4.0,1.0,bright_pct,18.2
2.0,4.0,1.0,n_ok,1
2.0,4.0,1.0,best_err_ok,41.9
2.0,4.0,1.0,mean_nmut_ok,8.0
2.0,4.0,1.0,top10_mean_ex,498.2
2.0,4.0,1.0,top10_mean_em,528.0
2.0,4.0,1.0,top10_mean_nmut,8.0
2.0,4.0,2.0,group,
2.0,4.0,2.0,designs,11
2.0,4.0,2.0,best_err,34.3
2.0,4.0,2.0,mean_err,44.6
2.0,4.0,2.0,id_pct,72.7
2.0,4.0,2.0,bright_pct,9.1
2.0,4.0,2.0,n_ok,1
2.0,4.0,2.0,best_err_ok,42.8
2.0,4.0,2.0,mean_nmut_ok,7.0
2.0,4.0,2.0,top10_mean_ex,489.3
2.0,4.0,2.0,top10_mean_em,535.1
2.0,4.0,2.0,top10_mean_nmut,7.0
2.0,4.0,4.0,group,
2.0,4.0,4.0,designs,4
2.0,4.0,4.0,best_err,48.6
2.0,4.0,4.0,mean_err,51.8
2.0,4.0,4.0,id_pct,100.0
2.0,4.0,4.0,bright_pct,0.0
2.0,4.0,4.0,n_ok,0
2.0,4.0,4.0,best_err_ok,
2.0,4.0,4.0,mean_nmut_ok,
4.0,0.0,0.0,group,
4.0,0.0,0.0,designs,218
4.0,0.0,0.0,best_err,0.7
4.0,0.0,0.0,mean_err,20.7
4.0,0.0,0.0,id_pct,2.8
4.0,0.0,0.0,bright_pct,0.0
4.0,0.0,0.0,n_ok,0
4.0,0.0,0.0,best_err_ok,
4.0,0.0,0.0,mean_nmut_ok,
4.0,0.5,0.0,group,
4.0,0.5,0.0,designs,12
4.0,0.5,0.0,best_err,5.6
4.0,0.5,0.0,mean_err,21.1
4.0,0.5,0.0,id_pct,0.0
4.0,0.5,0.0,bright_pct,0.0
4.0,0.5,0.0,n_ok,0
4.0,0.5,0.0,best_err_ok,
4.0,0.5,0.0,mean_nmut_ok,
4.0,0.5,0.5,group,
4.0,0.5,0.5,designs,11
4.0,0.5,0.5,best_err,5.1
4.0,0.5,0.5,mean_err,21.7
4.0,0.5,0.5,id_pct,9.1
4.0,0.5,0.5,bright_pct,0.0
4.0,0.5,0.5,n_ok,0
4.0,0.5,0.5,best_err_ok,
4.0,0.5,0.5,mean_nmut_ok,
4.0,0.5,1.0,group,
4.0,0.5,1.0,designs,10
4.0,0.5,1.0,best_err,7.0
4.0,0.5,1.0,mean_err,22.7
4.0,0.5,1.0,id_pct,10.0
4.0,0.5,1.0,bright_pct,0.0
4.0,0.5,1.0,n_ok,0
4.0,0.5,1.0,best_err_ok,
4.0,0.5,1.0,mean_nmut_ok,
4.0,0.5,2.0,group,
4.0,0.5,2.0,designs,12
4.0,0.5,2.0,best_err,11.2
4.0,0.5,2.0,mean_err,28.9
4.0,0.5,2.0,id_pct,16.7
4.0,0.5,2.0,bright_pct,0.0
4.0,0.5,2.0,n_ok,0
4.0,0.5,2.0,best_err_ok,
4.0,0.5,2.0,mean_nmut_ok,
4.0,0.5,4.0,group,
4.0,0.5,4.0,designs,8
4.0,0.5,4.0,best_err,33.1
4.0,0.5,4.0,mean_err,37.2
4.0,0.5,4.0,id_pct,0.0
4.0,0.5,4.0,bright_pct,0.0
4.0,0.5,4.0,n_ok,0
4.0,0.5,4.0,best_err_ok,
4.0,0.5,4.0,mean_nmut_ok,
4.0,1.0,0.0,group,
4.0,1.0,0.0,designs,12
4.0,1.0,0.0,best_err,7.3
4.0,1.0,0.0,mean_err,21.3
4.0,1.0,0.0,id_pct,16.7
4.0,1.0,0.0,bright_pct,0.0
4.0,1.0,0.0,n_ok,0
4.0,1.0,0.0,best_err_ok,
4.0,1.0,0.0,mean_nmut_ok,
4.0,1.0,0.5,group,
4.0,1.0,0.5,designs,10
4.0,1.0,0.5,best_err,4.2
4.0,1.0,0.5,mean_err,20.4
4.0,1.0,0.5,id_pct,20.0
4.0,1.0,0.5,bright_pct,0.0
4.0,1.0,0.5,n_ok,0
4.0,1.0,0.5,best_err_ok,
4.0,1.0,0.5,mean_nmut_ok,
4.0,1.0,1.0,group,
4.0,1.0,1.0,designs,10
4.0,1.0,1.0,best_err,7.7
4.0,1.0,1.0,mean_err,25.1
4.0,1.0,1.0,id_pct,20.0
4.0,1.0,1.0,bright_pct,0.0
4.0,1.0,1.0,n_ok,0
4.0,1.0,1.0,best_err_ok,
4.0,1.0,1.0,mean_nmut_ok,
4.0,1.0,2.0,group,
4.0,1.0,2.0,designs,9
4.0,1.0,2.0,best_err,7.5
4.0,1.0,2.0,mean_err,24.5
4.0,1.0,2.0,id_pct,55.6
4.0,1.0,2.0,bright_pct,0.0
4.0,1.0,2.0,n_ok,0
4.0,1.0,2.0,best_err_ok,
4.0,1.0,2.0,mean_nmut_ok,
4.0,1.0,4.0,group,
4.0,1.0,4.0,designs,3
4.0,1.0,4.0,best_err,37.4
4.0,1.0,4.0,mean_err,38.7
4.0,1.0,4.0,id_pct,0.0
4.0,1.0,4.0,bright_pct,0.0
4.0,1.0,4.0,n_ok,0
4.0,1.0,4.0,best_err_ok,
4.0,1.0,4.0,mean_nmut_ok,
4.0,2.0,0.0,group,
4.0,2.0,0.0,designs,9
4.0,2.0,0.0,best_err,5.8
4.0,2.0,0.0,mean_err,16.1
4.0,2.0,0.0,id_pct,22.2
4.0,2.0,0.0,bright_pct,0.0
4.0,2.0,0.0,n_ok,0
4.0,2.0,0.0,best_err_ok,
4.0,2.0,0.0,mean_nmut_ok,
4.0,2.0,0.5,group,
4.0,2.0,0.5,designs,11
4.0,2.0,0.5,best_err,8.1
4.0,2.0,0.5,mean_err,20.3
4.0,2.0,0.5,id_pct,18.2
4.0,2.0,0.5,bright_pct,0.0
4.0,2.0,0.5,n_ok,0
4.0,2.0,0.5,best_err_ok,
4.0,2.0,0.5,mean_nmut_ok,
4.0,2.0,1.0,group,
4.0,2.0,1.0,designs,7
4.0,2.0,1.0,best_err,5.8
4.0,2.0,1.0,mean_err,20.8
4.0,2.0,1.0,id_pct,14.3
4.0,2.0,1.0,bright_pct,0.0
4.0,2.0,1.0,n_ok,0
4.0,2.0,1.0,best_err_ok,
4.0,2.0,1.0,mean_nmut_ok,
4.0,2.0,2.0,group,
4.0,2.0,2.0,designs,10
4.0,2.0,2.0,best_err,9.8
4.0,2.0,2.0,mean_err,27.3
4.0,2.0,2.0,id_pct,20.0
4.0,2.0,2.0,bright_pct,0.0
4.0,2.0,2.0,n_ok,0
4.0,2.0,2.0,best_err_ok,
4.0,2.0,2.0,mean_nmut_ok,
4.0,2.0,4.0,group,
4.0,2.0,4.0,designs,7
4.0,2.0,4.0,best_err,38.5
4.0,2.0,4.0,mean_err,41.5
4.0,2.0,4.0,id_pct,42.9
4.0,2.0,4.0,bright_pct,0.0
4.0,2.0,4.0,n_ok,0
4.0,2.0,4.0,best_err_ok,
4.0,2.0,4.0,mean_nmut_ok,
4.0,4.0,0.0,group,
4.0,4.0,0.0,designs,11
4.0,4.0,0.0,best_err,11.8
4.0,4.0,0.0,mean_err,21.0
4.0,4.0,0.0,id_pct,0.0
4.0,4.0,0.0,bright_pct,0.0
4.0,4.0,0.0,n_ok,0
4.0,4.0,0.0,best_err_ok,
4.0,4.0,0.0,mean_nmut_ok,
4.0,4.0,0.5,group,
4.0,4.0,0.5,designs,12
4.0,4.0,0.5,best_err,14.5
4.0,4.0,0.5,mean_err,27.7
4.0,4.0,0.5,id_pct,8.3
4.0,4.0,0.5,bright_pct,0.0
4.0,4.0,0.5,n_ok,0
4.0,4.0,0.5,best_err_ok,
4.0,4.0,0.5,mean_nmut_ok,
4.0,4.0,1.0,group,
4.0,4.0,1.0,designs,12
4.0,4.0,1.0,best_err,9.5
4.0,4.0,1.0,mean_err,24.4
4.0,4.0,1.0,id_pct,66.7
4.0,4.0,1.0,bright_pct,0.0
4.0,4.0,1.0,n_ok,0
4.0,4.0,1.0,best_err_ok,
4.0,4.0,1.0,mean_nmut_ok,
4.0,4.0,2.0,group,
4.0,4.0,2.0,designs,10
4.0,4.0,2.0,best_err,16.6
4.0,4.0,2.0,mean_err,30.4
4.0,4.0,2.0,id_pct,50.0
4.0,4.0,2.0,bright_pct,0.0
4.0,4.0,2.0,n_ok,0
4.0,4.0,2.0,best_err_ok,
4.0,4.0,2.0,mean_nmut_ok,
4.0,4.0,4.0,group,
4.0,4.0,4.0,designs,6
4.0,4.0,4.0,best_err,31.8
4.0,4.0,4.0,mean_err,37.1
4.0,4.0,4.0,id_pct,33.3
4.0,4.0,4.0,bright_pct,16.7
4.0,4.0,4.0,n_ok,1
4.0,4.0,4.0,best_err_ok,31.8
4.0,4.0,4.0,mean_nmut_ok,7.0
4.0,4.0,4.0,top10_mean_ex,500.8
4.0,4.0,4.0,top10_mean_em,545.6
4.0,4.0,4.0,top10_mean_nmut,7.0
