lam_peaks,lam_bright_v,lam_edit_v,level_3,0
0.25,4.0,0.0,group,
0.25,4.0,0.0,designs,12
0.25,4.0,0.0,best_err,40.3
0.25,4.0,0.0,mean_err,49.6
0.25,4.0,0.0,id_pct,0.0
0.25,4.0,0.0,bright_pct,41.7
0.25,4.0,0.0,n_ok,0
0.25,4.0,0.0,best_err_ok,
0.25,4.0,0.0,mean_nmut_ok,
0.25,4.0,0.5,group,
0.25,4.0,0.5,designs,12
0.25,4.0,0.5,best_err,31.2
0.25,4.0,0.5,mean_err,46.5
0.25,4.0,0.5,id_pct,58.3
0.25,4.0,0.5,bright_pct,75.0
0.25,4.0,0.5,n_ok,5
0.25,4.0,0.5,best_err_ok,36.6
0.25,4.0,0.5,mean_nmut_ok,11.8
0.25,4.0,0.5,top10_mean_ex,436.3
0.25,4.0,0.5,top10_mean_em,480.9
0.25,4.0,0.5,top10_mean_nmut,11.8
0.25,4.0,1.0,group,
0.25,4.0,1.0,designs,11
0.25,4.0,1.0,best_err,33.6
0.25,4.0,1.0,mean_err,52.7
0.25,4.0,1.0,id_pct,63.6
0.25,4.0,1.0,bright_pct,54.5
0.25,4.0,1.0,n_ok,4
0.25,4.0,1.0,best_err_ok,40.7
0.25,4.0,1.0,mean_nmut_ok,9.5
0.25,4.0,1.0,top10_mean_ex,437.6
0.25,4.0,1.0,top10_mean_em,481.0
0.25,4.0,1.0,top10_mean_nmut,9.5
0.25,4.0,2.0,group,
0.25,4.0,2.0,designs,10
0.25,4.0,2.0,best_err,37.0
0.25,4.0,2.0,mean_err,58.9
0.25,4.0,2.0,id_pct,100.0
0.25,4.0,2.0,bright_pct,70.0
0.25,4.0,2.0,n_ok,7
0.25,4.0,2.0,best_err_ok,37.0
0.25,4.0,2.0,mean_nmut_ok,6.6
0.25,4.0,2.0,top10_mean_ex,440.6
0.25,4.0,2.0,top10_mean_em,482.6
0.25,4.0,2.0,top10_mean_nmut,6.6
0.25,4.0,4.0,group,
0.25,4.0,4.0,designs,8
0.25,4.0,4.0,best_err,78.6
0.25,4.0,4.0,mean_err,81.0
0.25,4.0,4.0,id_pct,100.0
0.25,4.0,4.0,bright_pct,0.0
0.25,4.0,4.0,n_ok,0
0.25,4.0,4.0,best_err_ok,
0.25,4.0,4.0,mean_nmut_ok,
0.5,0.0,0.0,group,
0.5,0.0,0.0,designs,223
0.5,0.0,0.0,best_err,5.3
0.5,0.0,0.0,mean_err,39.1
0.5,0.0,0.0,id_pct,0.0
0.5,0.0,0.0,bright_pct,0.0
0.5,0.0,0.0,n_ok,0
0.5,0.0,0.0,best_err_ok,
0.5,0.0,0.0,mean_nmut_ok,
0.5,0.5,0.0,group,
0.5,0.5,0.0,designs,12
0.5,0.5,0.0,best_err,8.4
0.5,0.5,0.0,mean_err,34.1
0.5,0.5,0.0,id_pct,0.0
0.5,0.5,0.0,bright_pct,0.0
0.5,0.5,0.0,n_ok,0
0.5,0.5,0.0,best_err_ok,
0.5,0.5,0.0,mean_nmut_ok,
0.5,0.5,0.5,group,
0.5,0.5,0.5,designs,12
0.5,0.5,0.5,best_err,11.2
0.5,0.5,0.5,mean_err,32.5
0.5,0.5,0.5,id_pct,0.0
0.5,0.5,0.5,bright_pct,0.0
0.5,0.5,0.5,n_ok,0
0.5,0.5,0.5,best_err_ok,
0.5,0.5,0.5,mean_nmut_ok,
0.5,0.5,1.0,group,
0.5,0.5,1.0,designs,12
0.5,0.5,1.0,best_err,6.1
0.5,0.5,1.0,mean_err,35.7
0.5,0.5,1.0,id_pct,0.0
0.5,0.5,1.0,bright_pct,0.0
0.5,0.5,1.0,n_ok,0
0.5,0.5,1.0,best_err_ok,
0.5,0.5,1.0,mean_nmut_ok,
0.5,0.5,2.0,group,
0.5,0.5,2.0,designs,12
0.5,0.5,2.0,best_err,34.5
0.5,0.5,2.0,mean_err,61.1
0.5,0.5,2.0,id_pct,41.7
0.5,0.5,2.0,bright_pct,0.0
0.5,0.5,2.0,n_ok,0
0.5,0.5,2.0,best_err_ok,
0.5,0.5,2.0,mean_nmut_ok,
0.5,0.5,4.0,group,
0.5,0.5,4.0,designs,10
0.5,0.5,4.0,best_err,63.6
0.5,0.5,4.0,mean_err,74.8
0.5,0.5,4.0,id_pct,40.0
0.5,0.5,4.0,bright_pct,0.0
0.5,0.5,4.0,n_ok,0
0.5,0.5,4.0,best_err_ok,
0.5,0.5,4.0,mean_nmut_ok,
0.5,1.0,0.0,group,
0.5,1.0,0.0,designs,12
0.5,1.0,0.0,best_err,7.3
0.5,1.0,0.0,mean_err,40.2
0.5,1.0,0.0,id_pct,0.0
0.5,1.0,0.0,bright_pct,0.0
0.5,1.0,0.0,n_ok,0
0.5,1.0,0.0,best_err_ok,
0.5,1.0,0.0,mean_nmut_ok,
0.5,1.0,0.5,group,
0.5,1.0,0.5,designs,12
0.5,1.0,0.5,best_err,10.7
0.5,1.0,0.5,mean_err,37.2
0.5,1.0,0.5,id_pct,8.3
0.5,1.0,0.5,bright_pct,0.0
0.5,1.0,0.5,n_ok,0
0.5,1.0,0.5,best_err_ok,
0.5,1.0,0.5,mean_nmut_ok,
0.5,1.0,1.0,group,
0.5,1.0,1.0,designs,10
0.5,1.0,1.0,best_err,19.3
0.5,1.0,1.0,mean_err,41.9
0.5,1.0,1.0,id_pct,0.0
0.5,1.0,1.0,bright_pct,0.0
0.5,1.0,1.0,n_ok,0
0.5,1.0,1.0,best_err_ok,
0.5,1.0,1.0,mean_nmut_ok,
0.5,1.0,2.0,group,
0.5,1.0,2.0,designs,12
0.5,1.0,2.0,best_err,42.6
0.5,1.0,2.0,mean_err,59.9
0.5,1.0,2.0,id_pct,25.0
0.5,1.0,2.0,bright_pct,0.0
0.5,1.0,2.0,n_ok,0
0.5,1.0,2.0,best_err_ok,
0.5,1.0,2.0,mean_nmut_ok,
0.5,1.0,4.0,group,
0.5,1.0,4.0,designs,10
0.5,1.0,4.0,best_err,57.7
0.5,1.0,4.0,mean_err,76.8
0.5,1.0,4.0,id_pct,50.0
0.5,1.0,4.0,bright_pct,0.0
0.5,1.0,4.0,n_ok,0
0.5,1.0,4.0,best_err_ok,
0.5,1.0,4.0,mean_nmut_ok,
0.5,2.0,0.0,group,
0.5,2.0,0.0,designs,12
0.5,2.0,0.0,best_err,8.0
0.5,2.0,0.0,mean_err,42.0
0.5,2.0,0.0,id_pct,0.0
0.5,2.0,0.0,bright_pct,0.0
0.5,2.0,0.0,n_ok,0
0.5,2.0,0.0,best_err_ok,
0.5,2.0,0.0,mean_nmut_ok,
0.5,2.0,0.5,group,
0.5,2.0,0.5,designs,12
0.5,2.0,0.5,best_err,29.1
0.5,2.0,0.5,mean_err,39.1
0.5,2.0,0.5,id_pct,8.3
0.5,2.0,0.5,bright_pct,8.3
0.5,2.0,0.5,n_ok,0
0.5,2.0,0.5,best_err_ok,
0.5,2.0,0.5,mean_nmut_ok,
0.5,2.0,1.0,group,
0.5,2.0,1.0,designs,11
0.5,2.0,1.0,best_err,32.0
0.5,2.0,1.0,mean_err,42.3
0.5,2.0,1.0,id_pct,45.5
0.5,2.0,1.0,bright_pct,9.1
0.5,2.0,1.0,n_ok,0
0.5,2.0,1.0,best_err_ok,
0.5,2.0,1.0,mean_nmut_ok,
0.5,2.0,2.0,group,
0.5,2.0,2.0,designs,9
0.5,2.0,2.0,best_err,39.2
0.5,2.0,2.0,mean_err,55.6
0.5,2.0,2.0,id_pct,66.7
0.5,2.0,2.0,bright_pct,0.0
0.5,2.0,2.0,n_ok,0
0.5,2.0,2.0,best_err_ok,
0.5,2.0,2.0,mean_nmut_ok,
0.5,2.0,4.0,group,
0.5,2.0,4.0,designs,4
0.5,2.0,4.0,best_err,78.4
0.5,2.0,4.0,mean_err,80.3
0.5,2.0,4.0,id_pct,75.0
0.5,2.0,4.0,bright_pct,0.0
0.5,2.0,4.0,n_ok,0
0.5,2.0,4.0,best_err_ok,
0.5,2.0,4.0,mean_nmut_ok,
0.5,4.0,0.0,group,
0.5,4.0,0.0,designs,11
0.5,4.0,0.0,best_err,34.7
0.5,4.0,0.0,mean_err,44.9
0.5,4.0,0.0,id_pct,36.4
0.5,4.0,0.0,bright_pct,27.3
0.5,4.0,0.0,n_ok,1
0.5,4.0,0.0,best_err_ok,40.3
0.5,4.0,0.0,mean_nmut_ok,15.0
0.5,4.0,0.0,top10_mean_ex,428.6
0.5,4.0,0.0,top10_mean_em,472.0
0.5,4.0,0.0,top10_mean_nmut,15.0
0.5,4.0,0.5,group,
0.5,4.0,0.5,designs,12
0.5,4.0,0.5,best_err,33.2
0.5,4.0,0.5,mean_err,44.7
0.5,4.0,0.5,id_pct,25.0
0.5,4.0,0.5,bright_pct,50.0
0.5,4.0,0.5,n_ok,2
0.5,4.0,0.5,best_err_ok,36.2
0.5,4.0,0.5,mean_nmut_ok,13.5
0.5,4.0,0.5,top10_mean_ex,431.6
0.5,4.0,0.5,top10_mean_em,479.2
0.5,4.0,0.5,top10_mean_nmut,13.5
0.5,4.0,1.0,group,
0.5,4.0,1.0,designs,9
0.5,4.0,1.0,best_err,35.8
0.5,4.0,1.0,mean_err,43.1
0.5,4.0,1.0,id_pct,33.3
0.5,4.0,1.0,bright_pct,55.6
0.5,4.0,1.0,n_ok,3
0.5,4.0,1.0,best_err_ok,36.9
0.5,4.0,1.0,mean_nmut_ok,10.7
0.5,4.0,1.0,top10_mean_ex,426.7
0.5,4.0,1.0,top10_mean_em,476.4
0.5,4.0,1.0,top10_mean_nmut,10.7
0.5,4.0,2.0,group,
0.5,4.0,2.0,designs,10
0.5,4.0,2.0,best_err,37.9
0.5,4.0,2.0,mean_err,47.9
0.5,4.0,2.0,id_pct,70.0
0.5,4.0,2.0,bright_pct,60.0
0.5,4.0,2.0,n_ok,4
0.5,4.0,2.0,best_err_ok,37.9
0.5,4.0,2.0,mean_nmut_ok,8.0
0.5,4.0,2.0,top10_mean_ex,426.8
0.5,4.0,2.0,top10_mean_em,475.6
0.5,4.0,2.0,top10_mean_nmut,8.0
0.5,4.0,4.0,group,
0.5,4.0,4.0,designs,9
0.5,4.0,4.0,best_err,58.1
0.5,4.0,4.0,mean_err,75.8
0.5,4.0,4.0,id_pct,77.8
0.5,4.0,4.0,bright_pct,0.0
0.5,4.0,4.0,n_ok,0
0.5,4.0,4.0,best_err_ok,
0.5,4.0,4.0,mean_nmut_ok,
1.0,0.0,0.0,group,
1.0,0.0,0.0,designs,224
1.0,0.0,0.0,best_err,0.5
1.0,0.0,0.0,mean_err,16.1
1.0,0.0,0.0,id_pct,0.0
1.0,0.0,0.0,bright_pct,0.0
1.0,0.0,0.0,n_ok,0
1.0,0.0,0.0,best_err_ok,
1.0,0.0,0.0,mean_nmut_ok,
1.0,0.5,0.0,group,
1.0,0.5,0.0,designs,12
1.0,0.5,0.0,best_err,1.5
1.0,0.5,0.0,mean_err,18.3
1.0,0.5,0.0,id_pct,0.0
1.0,0.5,0.0,bright_pct,0.0
1.0,0.5,0.0,n_ok,0
1.0,0.5,0.0,best_err_ok,
1.0,0.5,0.0,mean_nmut_ok,
1.0,0.5,0.5,group,
1.0,0.5,0.5,designs,12
1.0,0.5,0.5,best_err,0.3
1.0,0.5,0.5,mean_err,9.2
1.0,0.5,0.5,id_pct,0.0
1.0,0.5,0.5,bright_pct,0.0
1.0,0.5,0.5,n_ok,0
1.0,0.5,0.5,best_err_ok,
1.0,0.5,0.5,mean_nmut_ok,
1.0,0.5,1.0,group,
1.0,0.5,1.0,designs,12
1.0,0.5,1.0,best_err,1.1
1.0,0.5,1.0,mean_err,12.9
1.0,0.5,1.0,id_pct,8.3
1.0,0.5,1.0,bright_pct,0.0
1.0,0.5,1.0,n_ok,0
1.0,0.5,1.0,best_err_ok,
1.0,0.5,1.0,mean_nmut_ok,
1.0,0.5,2.0,group,
1.0,0.5,2.0,designs,12
1.0,0.5,2.0,best_err,13.7
1.0,0.5,2.0,mean_err,35.9
1.0,0.5,2.0,id_pct,25.0
1.0,0.5,2.0,bright_pct,0.0
1.0,0.5,2.0,n_ok,0
1.0,0.5,2.0,best_err_ok,
1.0,0.5,2.0,mean_nmut_ok,
1.0,0.5,4.0,group,
1.0,0.5,4.0,designs,11
1.0,0.5,4.0,best_err,48.9
1.0,0.5,4.0,mean_err,74.2
1.0,0.5,4.0,id_pct,45.5
1.0,0.5,4.0,bright_pct,0.0
1.0,0.5,4.0,n_ok,0
1.0,0.5,4.0,best_err_ok,
1.0,0.5,4.0,mean_nmut_ok,
1.0,1.0,0.0,group,
1.0,1.0,0.0,designs,12
1.0,1.0,0.0,best_err,4.3
1.0,1.0,0.0,mean_err,17.4
1.0,1.0,0.0,id_pct,0.0
1.0,1.0,0.0,bright_pct,0.0
1.0,1.0,0.0,n_ok,0
1.0,1.0,0.0,best_err_ok,
1.0,1.0,0.0,mean_nmut_ok,
1.0,1.0,0.5,group,
1.0,1.0,0.5,designs,11
1.0,1.0,0.5,best_err,0.8
1.0,1.0,0.5,mean_err,17.5
1.0,1.0,0.5,id_pct,0.0
1.0,1.0,0.5,bright_pct,0.0
1.0,1.0,0.5,n_ok,0
1.0,1.0,0.5,best_err_ok,
1.0,1.0,0.5,mean_nmut_ok,
1.0,1.0,1.0,group,
1.0,1.0,1.0,designs,11
1.0,1.0,1.0,best_err,4.0
1.0,1.0,1.0,mean_err,29.2
1.0,1.0,1.0,id_pct,9.1
1.0,1.0,1.0,bright_pct,0.0
1.0,1.0,1.0,n_ok,0
1.0,1.0,1.0,best_err_ok,
1.0,1.0,1.0,mean_nmut_ok,
1.0,1.0,2.0,group,
1.0,1.0,2.0,designs,10
1.0,1.0,2.0,best_err,35.3
1.0,1.0,2.0,mean_err,52.7
1.0,1.0,2.0,id_pct,50.0
1.0,1.0,2.0,bright_pct,10.0
1.0,1.0,2.0,n_ok,1
1.0,1.0,2.0,best_err_ok,39.7
1.0,1.0,2.0,mean_nmut_ok,9.0
1.0,1.0,2.0,top10_mean_ex,424.5
1.0,1.0,2.0,top10_mean_em,474.9
1.0,1.0,2.0,top10_mean_nmut,9.0
1.0,1.0,4.0,group,
1.0,1.0,4.0,designs,6
1.0,1.0,4.0,best_err,67.8
1.0,1.0,4.0,mean_err,74.2
1.0,1.0,4.0,id_pct,50.0
1.0,1.0,4.0,bright_pct,0.0
1.0,1.0,4.0,n_ok,0
1.0,1.0,4.0,best_err_ok,
1.0,1.0,4.0,mean_nmut_ok,
1.0,2.0,0.0,group,
1.0,2.0,0.0,designs,12
1.0,2.0,0.0,best_err,0.6
1.0,2.0,0.0,mean_err,21.9
1.0,2.0,0.0,id_pct,8.3
1.0,2.0,0.0,bright_pct,0.0
1.0,2.0,0.0,n_ok,0
1.0,2.0,0.0,best_err_ok,
1.0,2.0,0.0,mean_nmut_ok,
1.0,2.0,0.5,group,
1.0,2.0,0.5,designs,12
1.0,2.0,0.5,best_err,1.1
1.0,2.0,0.5,mean_err,30.4
1.0,2.0,0.5,id_pct,16.7
1.0,2.0,0.5,bright_pct,8.3
1.0,2.0,0.5,n_ok,0
1.0,2.0,0.5,best_err_ok,
1.0,2.0,0.5,mean_nmut_ok,
1.0,2.0,1.0,group,
1.0,2.0,1.0,designs,11
1.0,2.0,1.0,best_err,1.7
1.0,2.0,1.0,mean_err,27.3
1.0,2.0,1.0,id_pct,36.4
1.0,2.0,1.0,bright_pct,18.2
1.0,2.0,1.0,n_ok,1
1.0,2.0,1.0,best_err_ok,38.1
1.0,2.0,1.0,mean_nmut_ok,10.0
1.0,2.0,1.0,top10_mean_ex,421.8
1.0,2.0,1.0,top10_mean_em,474.4
1.0,2.0,1.0,top10_mean_nmut,10.0
1.0,2.0,2.0,group,
1.0,2.0,2.0,designs,10
1.0,2.0,2.0,best_err,31.8
1.0,2.0,2.0,mean_err,42.6
1.0,2.0,2.0,id_pct,90.0
1.0,2.0,2.0,bright_pct,10.0
1.0,2.0,2.0,n_ok,1
1.0,2.0,2.0,best_err_ok,31.8
1.0,2.0,2.0,mean_nmut_ok,8.0
1.0,2.0,2.0,top10_mean_ex,415.4
1.0,2.0,2.0,top10_mean_em,468.2
1.0,2.0,2.0,top10_mean_nmut,8.0
1.0,2.0,4.0,group,
1.0,2.0,4.0,designs,10
1.0,2.0,4.0,best_err,39.4
1.0,2.0,4.0,mean_err,68.1
1.0,2.0,4.0,id_pct,60.0
1.0,2.0,4.0,bright_pct,0.0
1.0,2.0,4.0,n_ok,0
1.0,2.0,4.0,best_err_ok,
1.0,2.0,4.0,mean_nmut_ok,
1.0,4.0,0.0,group,
1.0,4.0,0.0,designs,12
1.0,4.0,0.0,best_err,30.8
1.0,4.0,0.0,mean_err,36.8
1.0,4.0,0.0,id_pct,16.7
1.0,4.0,0.0,bright_pct,25.0
1.0,4.0,0.0,n_ok,2
1.0,4.0,0.0,best_err_ok,35.3
1.0,4.0,0.0,mean_nmut_ok,14.5
1.0,4.0,0.0,top10_mean_ex,422.7
1.0,4.0,0.0,top10_mean_em,471.2
1.0,4.0,0.0,top10_mean_nmut,14.5
1.0,4.0,0.5,group,
1.0,4.0,0.5,designs,12
1.0,4.0,0.5,best_err,27.8
1.0,4.0,0.5,mean_err,34.8
1.0,4.0,0.5,id_pct,58.3
1.0,4.0,0.5,bright_pct,50.0
1.0,4.0,0.5,n_ok,4
1.0,4.0,0.5,best_err_ok,29.3
1.0,4.0,0.5,mean_nmut_ok,11.8
1.0,4.0,0.5,top10_mean_ex,419.6
1.0,4.0,0.5,top10_mean_em,468.6
1.0,4.0,0.5,top10_mean_nmut,11.8
1.0,4.0,1.0,group,
1.0,4.0,1.0,designs,12
1.0,4.0,1.0,best_err,31.9
1.0,4.0,1.0,mean_err,35.2
1.0,4.0,1.0,id_pct,75.0
1.0,4.0,1.0,bright_pct,66.7
1.0,4.0,1.0,n_ok,6
1.0,4.0,1.0,best_err_ok,31.9
1.0,4.0,1.0,mean_nmut_ok,9.7
1.0,4.0,1.0,top10_mean_ex,418.6
1.0,4.0,1.0,top10_mean_em,469.4
1.0,4.0,1.0,top10_mean_nmut,9.7
1.0,4.0,2.0,group,
1.0,4.0,2.0,designs,11
1.0,4.0,2.0,best_err,35.5
1.0,4.0,2.0,mean_err,40.4
1.0,4.0,2.0,id_pct,90.9
1.0,4.0,2.0,bright_pct,36.4
1.0,4.0,2.0,n_ok,4
1.0,4.0,2.0,best_err_ok,36.2
1.0,4.0,2.0,mean_nmut_ok,7.8
1.0,4.0,2.0,top10_mean_ex,425.0
1.0,4.0,2.0,top10_mean_em,475.6
1.0,4.0,2.0,top10_mean_nmut,7.8
1.0,4.0,4.0,group,
1.0,4.0,4.0,designs,7
1.0,4.0,4.0,best_err,42.5
1.0,4.0,4.0,mean_err,63.7
1.0,4.0,4.0,id_pct,71.4
1.0,4.0,4.0,bright_pct,14.3
1.0,4.0,4.0,n_ok,1
1.0,4.0,4.0,best_err_ok,47.0
1.0,4.0,4.0,mean_nmut_ok,6.0
1.0,4.0,4.0,top10_mean_ex,434.1
1.0,4.0,4.0,top10_mean_em,479.9
1.0,4.0,4.0,top10_mean_nmut,6.0
2.0,0.0,0.0,group,
2.0,0.0,0.0,designs,225
2.0,0.0,0.0,best_err,0.2
2.0,0.0,0.0,mean_err,7.5
2.0,0.0,0.0,id_pct,0.0
2.0,0.0,0.0,bright_pct,0.0
2.0,0.0,0.0,n_ok,0
2.0,0.0,0.0,best_err_ok,
2.0,0.0,0.0,mean_nmut_ok,
2.0,0.5,0.0,group,
2.0,0.5,0.0,designs,12
2.0,0.5,0.0,best_err,0.1
2.0,0.5,0.0,mean_err,3.3
2.0,0.5,0.0,id_pct,0.0
2.0,0.5,0.0,bright_pct,0.0
2.0,0.5,0.0,n_ok,0
2.0,0.5,0.0,best_err_ok,
2.0,0.5,0.0,mean_nmut_ok,
2.0,0.5,0.5,group,
2.0,0.5,0.5,designs,10
2.0,0.5,0.5,best_err,0.1
2.0,0.5,0.5,mean_err,3.5
2.0,0.5,0.5,id_pct,0.0
2.0,0.5,0.5,bright_pct,0.0
2.0,0.5,0.5,n_ok,0
2.0,0.5,0.5,best_err_ok,
2.0,0.5,0.5,mean_nmut_ok,
2.0,0.5,1.0,group,
2.0,0.5,1.0,designs,12
2.0,0.5,1.0,best_err,0.6
2.0,0.5,1.0,mean_err,4.7
2.0,0.5,1.0,id_pct,16.7
2.0,0.5,1.0,bright_pct,0.0
2.0,0.5,1.0,n_ok,0
2.0,0.5,1.0,best_err_ok,
2.0,0.5,1.0,mean_nmut_ok,
2.0,0.5,2.0,group,
2.0,0.5,2.0,designs,11
2.0,0.5,2.0,best_err,0.1
2.0,0.5,2.0,mean_err,3.7
2.0,0.5,2.0,id_pct,45.5
2.0,0.5,2.0,bright_pct,0.0
2.0,0.5,2.0,n_ok,0
2.0,0.5,2.0,best_err_ok,
2.0,0.5,2.0,mean_nmut_ok,
2.0,0.5,4.0,group,
2.0,0.5,4.0,designs,12
2.0,0.5,4.0,best_err,11.1
2.0,0.5,4.0,mean_err,33.8
2.0,0.5,4.0,id_pct,16.7
2.0,0.5,4.0,bright_pct,0.0
2.0,0.5,4.0,n_ok,0
2.0,0.5,4.0,best_err_ok,
2.0,0.5,4.0,mean_nmut_ok,
2.0,1.0,0.0,group,
2.0,1.0,0.0,designs,12
2.0,1.0,0.0,best_err,0.1
2.0,1.0,0.0,mean_err,4.8
2.0,1.0,0.0,id_pct,0.0
2.0,1.0,0.0,bright_pct,0.0
2.0,1.0,0.0,n_ok,0
2.0,1.0,0.0,best_err_ok,
2.0,1.0,0.0,mean_nmut_ok,
2.0,1.0,0.5,group,
2.0,1.0,0.5,designs,12
2.0,1.0,0.5,best_err,0.1
2.0,1.0,0.5,mean_err,2.3
2.0,1.0,0.5,id_pct,0.0
