slug	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
aausfp1	1.5411167112604673	-2.1720446976962315	4.050806798671446	-1.4597898265969562	-3.991940060043031	-3.519087757056165	-0.016532950674615868	0.5958812944188082	1.0549111653377379	0.2743273849040299
aausfp4	4.405674964058697	1.3628902626429014	1.0396319866152846	0.6034028147062988	-0.8626998384959879	-1.5181051118155562	0.37681894785847764	-2.8752544633626576	2.470079098357301	3.569671300922201
aausgfp	3.5918270260108893	3.091823243690284	-2.441785319897657	-1.330917875210835	-1.3020645328589877	-3.6412787619070612	-1.0151390901525332	-0.2567077119454007	1.8139664927916637	0.20156653278302722
acgfp1	7.109853197616911	-0.147294043121807	5.797820136195053	4.288935150031151	1.3999892941656553	-0.4411451180605706	0.4450343197328354	-1.8868779931711266	0.8691311260790031	-0.39234125580459955
adred	-6.731850989322387	-7.839835330622397	-2.918877662562528	-3.35911641574569	2.6340256172219516	0.3314098174306099	-2.6109644531380427	-0.44694022799501576	1.3745345122595944	-0.5507389457067701
adred-c148s	-5.499244984577546	-7.5749074381022155	-1.585830201381097	-3.926093403010248	1.7633897405821837	0.8660233861699039	-2.8665613199732043	-0.3031575144008254	1.7791346480809322	-0.8136956755102033
alphagfp	6.923999353172415	8.721900992874932	-9.84056209155017	-4.094643927861255	-1.5525572184722596	-1.6058921852537043	-0.2599051056422823	0.9324830211664908	-0.4086726797929702	-1.6915234471887814
amcyan1	8.389197338991965	4.133773798888019	-0.3357224864918809	4.770718469494819	6.02629129003769	-1.4931234958221493	-3.644149931514156	1.6689393035607984	0.9142000724465293	1.480347804278825
amfp486	8.461573294268536	4.713002367812221	-1.351152381868142	4.303814109685249	5.977640368086867	-1.3094733907546616	-3.698094150546519	1.7518958744696975	0.9083833159599882	2.2128158507066913
amilgfp	1.7644930807444748	-2.8278522863468996	4.989557264213526	-1.5643904730688245	-4.378330215424822	-2.8614947987878274	0.33353833027391333	0.9331687377590163	0.4430811038211405	-0.00037560007273309024
anm2cp	-5.940945318150454	-8.213554082608741	-3.367471542737049	-3.2503426515589564	2.8683226353550775	3.1126356626169684	-0.8440302592751278	-1.1746020113239752	-0.29963095102836496	-0.8495705017795799
aq14	-8.783236350984046	-5.049105349703985	-5.18315302161383	4.213173676104201	1.6933149293607788	-2.155449334238404	3.643627084961326	-0.3390277859582939	-2.4434060564846467	0.5000025060993601
aq143	-11.486997041199478	-2.940062470326285	-6.29426118770986	7.183079334303892	0.1517875942811255	-0.2797632211878819	4.621820025574058	1.1322234896593033	-2.3644728485660917	1.2970095118029092
aquamarine	8.248064755136966	6.049217774916048	-4.157705326163964	2.6280669690551646	5.732495588078702	-2.065136885878723	-4.637755040619754	3.904809215549418	0.11034479775046731	0.8755422691410482
asred2	-7.105067760522532	-5.762139798249279	-4.368961803870643	1.053257937672732	1.8975730879012827	-2.346406878983823	1.718004728758083	-0.9064358046466295	-1.3130580499269768	-0.4759772748875353
asulcp	-2.054469052995151	-3.6260208709197177	-3.8490526659302264	-4.121908549276957	0.2162434015597887	1.958333914384939	-0.44077861742289687	-1.042472036121526	0.30169800097949073	0.793505034532495
avgfp	7.774803638436701	8.99367228721311	-9.703507990301585	-4.3288208063794835	-2.4554649853399626	-0.16701090737101273	1.3403740462374751	-0.6704050903903132	-0.6374770331778602	-1.4491447149815682
avicfp1	6.497276816288931	0.388715897086068	4.563981657117827	3.6492268456055093	1.084291254366	-0.944878808404638	0.3728652041326471	-2.2851038243119315	1.3425976706433642	-0.2302011513156956
avicfp2	0.02560753279952702	-0.29574580407137213	-0.2703557079131537	1.2314661984167599	-0.8380199462679218	-2.687826159434627	0.15168286367433778	-0.36161988784347376	1.0438872434012816	0.42434765519743245
avicfp3	1.7272749955840176	-0.9035540616063202	2.1191699059281093	-0.1593728283548318	-1.9363536461225008	-3.344283560576584	-0.44479124550653937	0.041660094518567656	1.3869807922116646	0.25591786724793125
avicfp4	2.782500932471666	-2.4960367380365893	5.539643475651293	-0.43118779167626803	-3.6637227775835193	-2.423180619406066	0.777543444517264	-0.08180101130194896	0.6024440058056186	-0.5444721784448125
azaleab5	-6.043641199904886	-5.930379513211728	-3.2728847415469424	-1.3155192033694134	2.150579465695905	-1.9764313099900168	-0.9703828825968921	-1.901352214972333	1.5763050078942071	-0.7137314981453095
azamigreen	3.5285186446896075	-1.6650238639882373	5.538518133040929	1.1722299817730912	-2.3750434449935303	-2.792840844338922	0.9187278338756868	-1.9741522829859846	1.7030399253401138	-1.1315083242788424
azamired10	-5.158758870471753	-6.695616854798452	-2.505577156283828	-1.4348646124253224	2.1526753608814193	0.5216002557515192	-0.10379364739325254	-1.9348591436891187	0.42913832532688617	-0.7799238687824144
bdfp16	-13.422040738483393	13.634120040073613	-3.5594390697125937	6.564617066476122	-6.5617250273162195	6.3171521113222475	2.3384939868914802	2.563795489603366	4.494647139151538	1.0946195765399986
bdfp18	-13.83290867701855	19.02391375585839	1.9035041814460232	0.7082491126938161	-6.057795687617077	3.783230971378936	-6.386120783884353	-4.556056628065161	-2.148876301509197	-0.7178522967861277
bdfp20	-15.69806700729536	23.59797828893909	-1.3938330429222634	-0.59718886314631	4.5471556274669185	15.879345351614461	17.457467598479745	11.80830134597707	11.307196338964568	-4.414279861548688
br1	11.112483200580224	7.799371399042353	-4.908895679239473	1.5422931992526263	2.376886548739088	4.039512148289368	1.7846945832764176	-4.169846665365711	0.6021367883954172	6.1788782717060515
bruslee	5.352176492106562	-1.7344394509279928	6.438951535562625	1.6152772937944628	-2.059493828408477	-0.5497526782915652	1.6377434288369668	-1.342826434612249	0.10683880138864878	-1.2083695047160354
cagfbfp	11.204631147087365	7.483664657857594	-4.173750247081807	2.3678226558957207	3.259981390358192	3.342898764438592	0.9825260465797477	-3.1570021482396164	0.3580625144650458	4.559307717458337
car-geco1	-4.727314652844532	-6.223037168623223	-3.834415899313718	-1.626715640543003	3.185338090695378	2.1791258639386477	-0.4383665096505104	-1.6839947258402648	0.08687122880509596	-0.3954568345798342
ccalofp1	-1.5943050832095775	-6.788682246672519	2.094687306947462	-4.3401142135132345	-1.1673450750087648	2.863308663623772	-1.5093812599114238	1.5672149641713238	-0.22963809671356003	-0.027205180409661606
ccalrfp2	-3.237133927872229	-7.863409646119711	-1.4087902370601613	-4.286106815360541	1.1982025972406047	5.514934537500787	-0.019317528342635268	-1.2416687116827745	-0.7855416469388301	-1.3937939627726692
ccgfp-e6	2.441958364971804	-2.5369601320928474	5.401031786874877	-0.602787282005473	-3.796274887947722	-2.803772660144907	0.6360956904098234	-0.013586014123415225	0.7665020707639452	-0.5950729356480045
cerulean	8.803345759287767	5.457694286036949	-2.4446159874972584	4.000295922562012	6.281428725168203	-1.3223882375852107	-4.130182266722773	2.7961072905147706	0.3496500519160996	1.4491957971679283
cfp	10.178456190302915	8.411350763363124	-6.706644382198022	1.4702887291343196	4.241387378896388	1.6265902973841744	-1.38165574165507	-0.5753748459870704	0.6018160896755911	5.490314907032797
cgftagrfp	-4.6580762414986	-6.31865004077543	-1.3968773525301381	-3.1377778332186828	1.868345888770424	0.1709768838518841	-3.266631930647617	-0.3066453766086042	2.481971875035926	-0.33954718458220157
cgp	2.082377582350326	-3.134203483089418	5.7927276831908365	-1.2361105096437497	-4.538105198204498	-2.492030414463062	0.8186823305389469	0.4979012674209182	0.31448930882154147	-0.28705638637436565
citrine	0.00494850568139144	-3.990122747811866	3.5612402700112704	-3.58867164898544	-3.8424457709862203	-1.259523169808851	-1.501771028568454	3.835787114307702	-0.6731592168157186	2.740040797004571
citrine2	1.4060868515177192	-3.393761686019484	4.735415468936977	-2.31843056564877	-4.153433492265377	-2.0033674913035138	-0.4323652702268722	2.7052860074682163	-0.47318494737131306	1.1111954974549016
clover	2.396629914863002	-3.0720935936190825	5.393078657954074	-1.5014312068653586	-4.178979656687248	-1.5830965288246859	0.5578322275394567	1.29522181768549	-0.30985456697458735	0.40359266625051987
cpeyfpv68lq69k	7.910462431104506	3.151626583426725	-0.5284719442836653	-1.201160261835724	-2.0344528635541765	1.0215279710442424	1.36996228056097	1.4215875678774725	-2.1900869135266294	-1.4613040029038071
creilov	11.260088575884973	7.957586975841491	-5.097474709492553	1.4803256390408182	2.385213006949013	4.1715641521661	1.8317466098566209	-4.158750060605878	0.5289512823296818	6.222928590786315
cyofp1	3.247909207906479	-7.0078882129195925	5.4550525634310905	-1.9140314181930287	0.7946827485696187	8.300381557419398	-0.3539645171225874	2.9537743813826864	-3.854416593303552	0.36194220439170427
cypet	8.803345759287765	5.457694286036936	-2.4446159874972597	4.000295922562016	6.281428725168195	-1.3223882375852105	-4.130182266722767	2.796107290514772	0.34965005191610077	1.4491957971679252
cyrfp1	-0.20325693822743213	-8.139870927411632	2.843439214404691	-3.432365521328064	1.1327447538085935	7.45281639066895	-1.096824596208249	2.3043197532323765	-2.7268870972841674	-0.04316510649238138
darkvenus	0.03995147198757069	-4.616214571788633	4.079193388358963	-3.6296291939780194	-3.719256022759196	-0.6493984668167012	-1.472844314864979	4.075059041520859	-1.0300938943393954	2.518745439231726
dendra2	-0.06854349312037065	-6.312138935601241	0.7178708197443895	-2.0864198836572756	2.95004634457016	5.689148455764604	-1.4247534364921675	-0.8518754137016944	-0.01473851367548626	-1.032809331863237
